Date,Cloud Agent ID,Automation ID,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2026-04-16T10:15:22.188Z","","","Included","auto","No","0","47777","256384","2037","306198","0.14"
"2026-04-16T10:13:09.455Z","","","Included","auto","No","0","25630","157952","673","184255","0.08"
"2026-04-16T10:10:20.684Z","","","Included","auto","No","0","64230","394112","6132","464474","0.22"
"2026-04-16T10:08:17.524Z","","","Included","auto","No","0","56561","192128","2956","251645","0.14"
"2026-04-16T10:07:09.450Z","","","Included","auto","No","0","4606","64000","2369","70975","0.04"
"2026-04-16T10:05:05.388Z","","","Included","auto","No","0","64243","12800","261","77304","0.09"
"2026-04-16T10:03:06.196Z","","","Included","auto","No","0","6389","301056","4178","311623","0.11"
"2026-04-16T10:01:12.092Z","","","Included","auto","No","0","1786","71168","1324","74278","0.03"
"2026-04-16T09:59:37.343Z","","","Included","auto","No","0","4754","67072","1337","73163","0.03"
"2026-04-16T09:58:27.772Z","","","Included","auto","No","0","5355","134144","2306","141805","0.05"
"2026-04-16T09:57:33.343Z","","","Included","auto","No","0","4913","61952","1229","68094","0.03"
"2026-04-16T09:54:21.459Z","","","Included","auto","No","0","23975","105472","3380","132827","0.08"
"2026-04-16T09:49:07.582Z","","","Included","auto","No","0","117250","426496","9552","553298","0.31"
"2026-04-16T09:43:10.286Z","","","Included","auto","No","0","306447","785536","8693","1100676","0.63"
"2026-04-16T09:40:52.102Z","","","Included","auto","No","0","241019","256128","1687","498834","0.38"
"2026-04-16T09:39:57.353Z","","","Included","auto","No","0","3957","242560","379","246896","0.07"
"2026-04-16T09:38:33.074Z","","","Included","auto","No","0","3542","485120","557","489219","0.13"
"2026-04-16T09:37:27.676Z","","","Included","auto","No","0","494","483200","1043","484737","0.13"
"2026-04-16T09:37:11.677Z","","","Included","auto","No","0","0","0","0","0","0.00"
"2026-04-16T09:35:17.736Z","","","Included","auto","No","0","3494","477312","1143","481949","0.13"
"2026-04-16T09:33:20.081Z","","","Included","auto","No","0","1020","715008","1874","717902","0.19"
"2026-04-16T09:30:48.183Z","","","Included","auto","No","0","229472","244096","854","474422","0.35"
"2026-04-16T09:27:57.644Z","","","Included","auto","No","0","3594","704000","1933","709527","0.19"
"2026-04-16T09:25:33.160Z","","","Included","auto","No","0","4000","698880","2482","705362","0.19"
"2026-04-16T09:24:38.012Z","","","Included","auto","No","0","219371","243712","3034","466117","0.35"
"2026-04-16T09:20:51.665Z","","","Included","auto","No","0","221828","236544","1060","459432","0.34"
"2026-04-16T09:18:57.774Z","","","Included","auto","No","0","5539","906240","1903","913682","0.24"
"2026-04-16T09:16:28.603Z","","","Included","auto","No","0","214576","237568","2741","454885","0.34"
"2026-04-16T09:14:43.031Z","","","Included","auto","No","0","2405","445440","608","448453","0.12"
"2026-04-16T09:12:58.819Z","","","Included","auto","No","0","214508","453376","1913","669797","0.39"
"2026-04-16T09:05:11.294Z","","","Included","auto","No","0","415559","25600","801","441960","0.53"
"2026-04-16T09:04:59.803Z","","","Included","auto","No","0","0","0","0","0","0.00"
"2026-04-16T09:03:22.213Z","","","Included","auto","No","0","648","438272","1020","439940","0.12"
"2026-04-16T09:01:02.387Z","","","Included","auto","No","0","1497","434944","810","437251","0.12"
"2026-04-16T08:59:27.281Z","","","Included","auto","No","0","574","433664","817","435055","0.11"
"2026-04-16T08:58:07.282Z","","","Included","auto","No","0","2147","429952","679","432778","0.11"
"2026-04-16T08:56:36.942Z","","","Included","auto","No","0","653","643584","1627","645864","0.17"
"2026-04-16T08:55:47.097Z","","","Included","auto","No","0","0","0","0","0","0.00"
"2026-04-16T08:51:21.420Z","","","Included","auto","No","0","400503","664960","1996","1067459","0.68"
"2026-04-16T08:48:54.326Z","","","Included","auto","No","0","914","630528","2474","633916","0.17"
"2026-04-16T08:47:19.530Z","","","Included","auto","No","0","2017","206464","222","208703","0.06"
"2026-04-16T08:44:53.200Z","","","Included","auto","No","0","2719","620544","1976","625239","0.17"
"2026-04-16T08:43:32.863Z","","","Included","auto","No","0","5030","201088","90","206208","0.06"
"2026-04-16T08:42:40.129Z","","","Included","auto","No","0","3975","613248","286","617509","0.16"
"2026-04-16T08:41:12.858Z","","","Included","auto","No","0","3108","1017088","898","1021094","0.26"
"2026-04-16T08:40:39.790Z","","","Included","auto","No","0","1485","200320","303","202108","0.05"
"2026-04-16T08:38:54.629Z","","","Included","auto","No","0","188756","214144","234","403134","0.29"
"2026-04-16T08:37:30.134Z","","","Included","auto","No","0","793","601600","657","603050","0.16"
"2026-04-16T08:35:59.038Z","","","Included","auto","No","0","271","199808","119","200198","0.05"
"2026-04-16T08:35:25.775Z","","","Included","auto","No","0","469","398976","250","399695","0.10"
"2026-04-16T08:35:03.986Z","","","Included","auto","No","0","405","198784","216","199405","0.05"
"2026-04-16T08:33:36.761Z","","","Included","auto","No","0","459","198400","45","198904","0.05"
"2026-04-16T08:32:40.609Z","","","Included","auto","No","0","190727","7808","136","198671","0.24"
"2026-04-16T08:24:24.399Z","","","Included","auto","No","0","189250","404864","2146","596260","0.35"
"2026-04-16T08:20:27.444Z","","","Included","auto","No","0","182325","208640","993","391958","0.29"
"2026-04-16T08:18:32.515Z","","","Included","auto","No","0","806","387072","1113","388991","0.10"
"2026-04-16T08:17:05.253Z","","","Included","auto","No","0","2865","381824","1031","385720","0.11"
"2026-04-16T08:14:59.563Z","","","Included","auto","No","0","4052","757376","2285","763713","0.21"
"2026-04-16T08:13:02.947Z","","","Included","auto","No","0","183635","756736","1864","942235","0.43"
"2026-04-16T08:11:36.522Z","","","Included","auto","No","0","1024","184704","403","186131","0.05"
"2026-04-16T08:09:34.631Z","","","Included","auto","No","0","176993","7808","445","185246","0.23"
"2026-04-16T08:05:45.880Z","","","Included","auto","No","0","175745","7808","724","184277","0.23"
"2026-04-16T08:02:40.580Z","","","Included","auto","No","0","338811","25600","1339","365750","0.44"
"2026-04-16T08:01:32.030Z","","","Included","auto","No","0","761","360320","1017","362098","0.10"
"2026-04-16T07:59:12.493Z","","","Included","auto","No","0","170893","187008","988","358889","0.27"
"2026-04-16T07:53:00.276Z","","","Included","auto","No","0","187041","1233408","2885","1423334","0.56"
"2026-04-16T07:51:02.087Z","","","Included","auto","No","0","153253","512640","1876","667769","0.33"
"2026-04-16T07:47:51.193Z","","","Included","auto","No","0","609880","1322624","3843","1936347","1.12"
"2026-04-16T07:46:57.149Z","","","Included","auto","No","0","147592","155264","1797","304653","0.23"
"2026-04-16T07:45:10.627Z","","","Included","auto","No","0","137251","734976","1199","873426","0.36"
"2026-04-16T07:44:15.158Z","","","Included","auto","No","0","131453","439808","721","571982","0.28"
"2026-04-16T07:42:33.482Z","","","Included","auto","No","0","128537","154240","630","283407","0.20"
"2026-04-16T07:41:29.836Z","","","Included","auto","No","0","726","279296","1082","281104","0.08"
"2026-04-16T07:40:29.149Z","","","Included","auto","No","0","1908","136064","1094","139066","0.04"
"2026-04-16T07:39:38.819Z","","","Included","auto","No","0","4659","270720","1760","277139","0.08"
"2026-04-16T07:34:43.651Z","","","Included","auto","No","0","0","0","0","0","0.00"
"2026-04-16T07:33:18.875Z","","","Included","auto","No","0","3264","402304","700","406268","0.11"
"2026-04-16T07:28:43.419Z","","","Included","auto","No","0","879","534912","2879","538670","0.15"
"2026-04-16T07:28:06.695Z","","","Included","auto","No","0","0","0","0","0","0.00"
"2026-04-16T07:24:26.017Z","","","Included","auto","No","0","490466","162688","2278","655432","0.67"
"2026-04-16T07:22:39.796Z","","","Included","auto","No","0","1861","376192","1733","379786","0.11"
"2026-04-16T07:20:49.419Z","","","Included","auto","No","0","2902","496512","951","500365","0.13"
"2026-04-16T07:19:38.282Z","","","Included","auto","No","0","111488","385408","1449","498345","0.24"
"2026-04-16T07:17:19.867Z","","","Included","auto","No","0","111009","497280","2031","610320","0.28"
"2026-04-16T07:15:04.394Z","","","Included","auto","No","0","106138","372992","1687","480817","0.24"
"2026-04-16T07:11:16.711Z","","","Included","auto","No","0","104639","120832","1477","226948","0.17"
"2026-04-16T07:04:18.227Z","","","Included","auto","No","0","294171","344960","1824","640955","0.46"
"2026-04-16T07:03:18.747Z","","","Included","auto","No","0","90424","12928","473","103825","0.12"
"2026-04-16T07:00:32.160Z","","","Included","auto","No","0","90152","12800","404","103356","0.12"
"2026-04-16T06:56:55.569Z","","","Included","auto","No","0","90900","113280","1329","205509","0.15"
"2026-04-16T06:54:46.245Z","","","Included","auto","No","0","175323","25856","363","201542","0.23"
"2026-04-16T06:48:57.849Z","","","Included","auto","No","0","173563","221952","2495","398010","0.29"
"2026-04-16T06:48:21.828Z","","","Included","auto","No","0","5048","91392","686","97126","0.03"
"2026-04-16T06:43:52.447Z","","","Included","auto","No","0","246442","418816","5160","670418","0.44"
"2026-04-16T06:39:15.256Z","","","Included","auto","No","0","305942","136320","2092","444354","0.43"
"2026-04-16T06:34:10.106Z","","","Included","auto","No","0","206045","119424","1662","327131","0.30"
"2026-04-16T06:26:23.063Z","","","Included","auto","No","0","140908","255616","2793","399317","0.26"
"2026-04-16T06:23:52.151Z","","","Included","auto","No","0","134483","316544","1983","453010","0.26"
"2026-04-16T06:22:49.960Z","","","Included","auto","No","0","57542","12928","477","70947","0.08"
"2026-04-16T06:19:53.049Z","","","Included","auto","No","0","56371","12928","925","70224","0.08"
"2026-04-16T06:15:32.453Z","","","Included","auto","No","0","223948","186112","2250","412310","0.34"
"2026-04-16T06:14:02.137Z","","","Included","auto","No","0","107209","25856","1876","134941","0.15"
"2026-04-16T06:13:17.096Z","","","Included","auto","No","0","54445","75136","710","130291","0.09"
"2026-04-16T06:11:12.263Z","","","Included","auto","No","0","6606","247808","1782","256196","0.08"
"2026-04-16T06:07:59.467Z","","","Included","auto","No","0","50696","374912","3294","428902","0.18"
"2026-04-16T06:05:07.640Z","","","Included","auto","No","0","4082","330368","1705","336155","0.10"
"2026-04-16T06:02:36.018Z","","","Included","auto","No","0","87017","287488","3024","377529","0.20"
"2026-04-16T06:02:27.463Z","","","Included","auto","No","0","0","0","0","0","0.00"
"2026-04-16T06:00:00.355Z","","","Included","auto","No","0","12483","339328","2266","354077","0.11"
"2026-04-16T05:58:14.235Z","","","Included","auto","No","0","8768","127104","989","136861","0.05"
"2026-04-16T05:57:14.788Z","","","Included","auto","No","0","39039","225280","2049","266368","0.12"
"2026-04-16T05:53:37.807Z","","","Included","auto","No","0","5064","234752","2566","242382","0.08"
"2026-04-16T05:52:10.417Z","","","Included","auto","No","0","4011","175360","1023","180394","0.05"
"2026-04-16T05:50:37.606Z","","","Included","auto","No","0","24343","145280","964","170587","0.07"
"2026-04-16T05:49:59.517Z","","","Included","auto","No","0","27760","99328","508","127596","0.06"
"2026-04-16T05:48:22.454Z","","","Included","auto","No","0","41627","215168","5288","262083","0.14"
"2026-04-16T05:46:49.165Z","","","Included","auto","No","0","13138","42496","2499","58133","0.04"
"2026-04-16T04:44:38.209Z","","","Included","auto","No","0","1306","71008","1763","74077","0.03"
"2026-04-16T04:44:06.620Z","","","Included","auto","No","0","2197","33280","1574","37051","0.02"
"2026-04-16T04:43:30.727Z","","","Included","auto","No","0","2805","29280","1203","33288","0.02"
"2026-04-16T04:42:37.343Z","","","Included","auto","No","0","3562","49088","1461","54111","0.03"
"2026-04-16T04:42:03.338Z","","","Included","auto","No","0","2239","20608","1225","24072","0.02"
"2026-04-16T04:40:14.012Z","","","Included","auto","No","0","15215","5408","2006","22629","0.03"
"2026-04-16T04:38:54.865Z","","","Included","auto","No","0","15555","52672","4297","72524","0.06"
"2026-04-16T00:52:26.559Z","","","Included","auto","No","0","812","79360","490","80662","0.02"
"2026-04-16T00:51:16.862Z","","","Included","auto","No","0","5038","627712","1295","634045","0.17"
"2026-04-16T00:48:35.128Z","","","Included","auto","No","0","19367","1114112","3452","1136931","0.32"
"2026-04-16T00:47:24.628Z","","","Included","auto","No","0","1508","59392","1173","62073","0.02"
"2026-04-16T00:41:15.251Z","","","Included","auto","No","0","13299","548864","2639","564802","0.17"
"2026-04-16T00:39:37.017Z","","","Included","auto","No","0","1819","95232","458","97509","0.03"
"2026-04-16T00:36:21.878Z","","","Included","auto","No","0","5008","179712","1179","185899","0.06"
"2026-04-16T00:33:19.771Z","","","Included","auto","No","0","36820","840704","4883","882407","0.29"
"2026-04-16T00:18:36.626Z","","","Included","auto","No","0","8002","27136","518","35656","0.02"
"2026-04-15T14:32:01.411Z","","","Included","auto","No","0","1659","314624","794","317077","0.09"
"2026-04-15T14:31:06.758Z","","","Included","auto","No","0","1796","76032","298","78126","0.02"
"2026-04-15T14:27:56.213Z","","","Included","auto","No","0","3286","72704","188","76178","0.02"
"2026-04-15T14:26:31.708Z","","","Included","auto","No","0","4177","294784","906","299867","0.08"
"2026-04-15T14:25:16.669Z","","","Included","auto","No","0","1157","71552","262","72971","0.02"
"2026-04-15T14:24:27.394Z","","","Included","auto","No","0","1009","70656","453","72118","0.02"
"2026-04-15T14:23:11.820Z","","","Included","auto","No","0","3178","211072","724","214974","0.06"
"2026-04-15T14:21:59.272Z","","","Included","auto","No","0","4401","555008","1740","561149","0.15"
"2026-04-15T14:20:50.571Z","","","Included","auto","No","0","1283","67072","293","68648","0.02"
"2026-04-15T14:19:44.618Z","","","Included","auto","No","0","1166","66048","489","67703","0.02"
"2026-04-15T14:15:52.590Z","","","Included","auto","No","0","770","65408","787","66965","0.02"
"2026-04-15T14:12:24.839Z","","","Included","auto","No","0","52901","12672","341","65914","0.07"
"2026-04-15T14:08:00.586Z","","","Included","auto","No","0","22027","242432","2001","266460","0.10"
"2026-04-15T14:06:37.617Z","","","Included","auto","No","0","2294","83712","625","86631","0.03"
"2026-04-15T13:58:35.966Z","","","Included","auto","No","0","3701","105600","1822","111123","0.04"
"2026-04-15T13:57:10.691Z","","","Included","auto","No","0","3330","93824","1195","98349","0.03"
"2026-04-15T13:56:32.653Z","","","Included","auto","No","0","7385","27776","1023","36184","0.02"
"2026-04-15T13:55:19.551Z","","","Included","auto","No","0","1152","128896","369","130417","0.04"
"2026-04-15T13:53:51.575Z","","","Included","auto","No","0","10331","53760","1046","65137","0.03"
"2026-04-15T13:50:10.641Z","","","Included","auto","No","0","9201","289280","1342","299823","0.09"
"2026-04-15T13:49:24.545Z","","","Included","auto","No","0","1263","53376","416","55055","0.02"
"2026-04-15T13:48:15.524Z","","","Included","auto","No","0","1840","51712","374","53926","0.02"
"2026-04-15T13:46:40.279Z","","","Included","auto","No","0","4041","54144","713","58898","0.02"
"2026-04-15T13:45:13.285Z","","","Included","auto","No","0","1905","207872","610","210387","0.06"
"2026-04-15T13:44:16.190Z","","","Included","auto","No","0","867","50176","697","51740","0.02"
"2026-04-15T13:41:33.327Z","","","Included","auto","No","0","644","49664","205","50513","0.01"
"2026-04-15T13:41:08.842Z","","","Included","auto","No","0","1287","48512","264","50063","0.02"
"2026-04-15T13:40:12.860Z","","","Included","auto","No","0","3511","193408","693","197612","0.06"
"2026-04-15T13:39:17.737Z","","","Included","auto","No","0","799","47232","432","48463","0.02"
"2026-04-15T13:36:39.176Z","","","Included","auto","No","0","775","46592","516","47883","0.02"
"2026-04-15T13:35:06.061Z","","","Included","auto","No","0","810","45952","228","46990","0.01"
"2026-04-15T13:33:52.517Z","","","Included","auto","No","0","14723","31360","416","46499","0.03"
"2026-04-15T13:32:12.811Z","","","Included","auto","No","0","844","87680","998","89522","0.03"
"2026-04-15T13:29:34.514Z","","","Included","auto","No","0","772","42752","337","43861","0.01"
"2026-04-15T13:27:50.929Z","","","Included","auto","No","0","2623","40320","308","43251","0.02"
"2026-04-15T13:26:22.433Z","","","Included","auto","No","0","30461","52352","827","83640","0.06"
"2026-04-15T13:23:11.059Z","","","Included","auto","No","0","15567","310784","1259","327610","0.10"
"2026-04-15T13:22:46.805Z","","","Included","auto","No","0","1871","29184","294","31349","0.01"
"2026-04-15T13:21:40.275Z","","","Included","auto","No","0","1086","60928","436","62450","0.02"
"2026-04-15T13:21:13.792Z","","","Included","auto","No","0","1010","29184","218","30412","0.01"
"2026-04-15T13:20:37.863Z","","","Included","auto","No","0","1699","27648","361","29708","0.01"
"2026-04-15T13:19:29.590Z","","","Included","auto","No","0","7585","49280","589","57454","0.03"
"2026-04-15T13:17:17.012Z","","","Included","auto","No","0","5601","15872","181","21654","0.01"
"2026-04-15T13:13:09.068Z","","","Included","auto","No","0","14009","98560","1092","113661","0.05"
"2026-04-15T13:11:53.220Z","","","Included","auto","No","0","4446","40960","746","46152","0.02"
"2026-04-15T12:30:33.793Z","","","Included","auto","No","0","1229","33536","353","35118","0.01"
"2026-04-15T12:29:48.291Z","","","Included","auto","No","0","653","33024","414","34091","0.01"
"2026-04-15T12:27:50.990Z","","","Included","auto","No","0","604","32512","259","33375","0.01"
"2026-04-15T12:26:50.150Z","","","Included","auto","No","0","977","31616","392","32985","0.01"
"2026-04-15T12:26:19.092Z","","","Included","auto","No","0","1682","62208","356","64246","0.02"
"2026-04-15T12:23:40.404Z","","","Included","auto","No","0","3692","89728","947","94367","0.03"
"2026-04-15T12:22:22.623Z","","","Included","auto","No","0","5314","292864","1692","299870","0.09"
"2026-04-15T12:13:27.730Z","","","Included","auto","No","0","17076","65408","638","83122","0.04"
"2026-04-15T12:10:37.106Z","","","Included","auto","No","0","1837","195200","164","197201","0.05"
"2026-04-15T12:09:05.570Z","","","Included","auto","No","0","1065","194304","459","195828","0.05"
"2026-04-15T12:02:44.373Z","","","Included","auto","No","0","25979","168192","256","194427","0.08"
"2026-04-15T11:56:18.364Z","","","Included","auto","No","0","36085","1046656","2396","1085137","0.32"
"2026-04-15T11:55:40.616Z","","","Included","auto","No","0","1176","166144","350","167670","0.05"
"2026-04-15T11:53:57.477Z","","","Included","auto","No","0","6142","160128","1507","167777","0.06"
"2026-04-15T11:51:06.855Z","","","Included","auto","No","0","1145","159104","1407","161656","0.05"
"2026-04-15T11:49:50.667Z","","","Included","auto","No","0","653","158592","838","160083","0.05"
"2026-04-15T11:49:01.353Z","","","Included","auto","No","0","2569","155776","376","158721","0.04"
"2026-04-15T11:46:51.115Z","","","Included","auto","No","0","1084","467712","720","469516","0.12"
"2026-04-15T11:46:03.916Z","","","Included","auto","No","0","3835","151424","476","155735","0.05"
"2026-04-15T11:44:09.393Z","","","Included","auto","No","0","595","150784","229","151608","0.04"
"2026-04-15T11:43:46.699Z","","","Included","auto","No","0","1505","149376","204","151085","0.04"
"2026-04-15T11:43:01.359Z","","","Included","auto","No","0","1582","298368","1123","301073","0.08"
"2026-04-15T11:41:20.254Z","","","Included","auto","No","0","1331","146944","1187","149462","0.05"
"2026-04-15T11:39:11.816Z","","","Included","auto","No","0","5222","141824","983","148029","0.05"
"2026-04-15T11:38:35.706Z","","","Included","auto","No","0","6112","135808","262","142182","0.04"
"2026-04-15T11:36:57.897Z","","","Included","auto","No","0","24464","111232","284","135980","0.06"
"2026-04-15T11:33:43.207Z","","","Included","auto","No","0","26517","219776","1279","247572","0.10"
"2026-04-15T11:29:47.947Z","","","Included","auto","No","0","3519","104960","1068","109547","0.04"
"2026-04-15T11:27:37.284Z","","","Included","auto","No","0","786","104320","445","105551","0.03"
"2026-04-15T11:25:19.117Z","","","Included","auto","No","0","399","103808","244","104451","0.03"
"2026-04-15T11:23:13.175Z","","","Included","auto","No","0","1916","101632","359","103907","0.03"
"2026-04-15T11:20:29.612Z","","","Included","auto","No","0","534","101248","292","102074","0.03"
"2026-04-15T11:19:28.470Z","","","Included","auto","No","0","861","100224","271","101356","0.03"
"2026-04-15T11:18:06.530Z","","","Included","auto","No","0","921","99456","399","100776","0.03"
"2026-04-15T11:14:50.310Z","","","Included","auto","No","0","1028","98560","384","99972","0.03"
"2026-04-15T11:10:31.320Z","","","Included","auto","No","0","1841","96896","674","99411","0.03"
"2026-04-15T11:06:52.230Z","","","Included","auto","No","0","2751","191616","571","194938","0.05"
"2026-04-15T11:05:51.929Z","","","Included","auto","No","0","3044","186496","628","190168","0.05"
"2026-04-15T11:04:40.943Z","","","Included","auto","No","0","9185","175744","479","185408","0.06"
"2026-04-15T11:03:21.077Z","","","Included","auto","No","0","4375","352768","901","358044","0.10"
"2026-04-15T11:01:10.695Z","","","Included","auto","No","0","7429","164864","813","173106","0.06"
"2026-04-15T10:57:36.153Z","","","Included","auto","No","0","6917","319616","1487","328020","0.10"
"2026-04-15T10:54:14.833Z","","","Included","auto","No","0","10825","145024","1934","157783","0.06"
"2026-04-15T10:53:08.285Z","","","Included","auto","No","0","1332","66560","995","68887","0.02"
"2026-04-15T10:51:53.045Z","","","Included","auto","No","0","1798","64896","682","67376","0.02"
"2026-04-15T10:50:41.720Z","","","Included","auto","No","0","0","0","0","0","0.00"
"2026-04-15T10:45:16.413Z","","","Included","auto","No","0","747","64000","225","64972","0.02"
"2026-04-15T10:42:38.186Z","","","Included","auto","No","0","1479","62592","352","64423","0.02"
"2026-04-15T10:40:47.696Z","","","Included","auto","No","0","6245","56448","934","63627","0.03"
"2026-04-15T10:37:09.477Z","","","Included","auto","No","0","6600","111232","969","118801","0.04"
"2026-04-15T10:35:09.255Z","","","Included","auto","No","0","5978","215680","1268","222926","0.07"
"2026-04-15T10:34:07.249Z","","","Included","auto","No","0","1273","50176","303","51752","0.02"
"2026-04-15T10:33:03.499Z","","","Included","auto","No","0","3675","46592","423","50690","0.02"
"2026-04-15T10:28:07.884Z","","","Included","auto","No","0","1000","49024","656","50680","0.02"
"2026-04-15T10:27:46.498Z","","","Included","auto","No","0","803","48384","233","49420","0.01"
"2026-04-15T10:27:11.392Z","","","Included","auto","No","0","1691","46592","228","48511","0.02"
"2026-04-15T10:26:10.744Z","","","Included","auto","No","0","7253","39424","540","47217","0.02"
"2026-04-15T10:24:25.243Z","","","Included","auto","No","0","54172","665600","3272","723044","0.25"
"2026-04-15T10:22:27.261Z","","","Included","auto","No","0","6758","28672","787","36217","0.02"
"2026-04-15T10:22:01.526Z","","","Included","auto","No","0","32734","380928","3488","417150","0.16"
"2026-04-15T10:20:22.437Z","","","Included","auto","No","0","26676","163072","3286","193034","0.09"
"2026-04-15T09:19:05.948Z","","","Included","auto","No","0","1127","51072","972","53171","0.02"
"2026-04-15T09:18:06.773Z","","","Included","auto","No","0","540","24704","367","25611","0.01"
"2026-04-15T09:17:38.983Z","","","Included","auto","No","0","1434","23168","259","24861","0.01"
"2026-04-15T09:16:41.029Z","","","Included","auto","No","0","1087","22272","1317","24676","0.01"
"2026-04-15T09:15:58.758Z","","","Included","auto","No","0","3711","41600","560","45871","0.02"
"2026-04-15T09:14:25.787Z","","","Included","auto","No","0","4393","17792","373","22558","0.01"
"2026-04-15T09:13:40.271Z","","","Included","auto","No","0","1774","18944","526","21244","0.01"
"2026-04-15T09:09:18.097Z","","","Included","auto","No","0","1309","39424","758","41491","0.02"
"2026-04-15T09:08:38.653Z","","","Included","auto","No","0","1557","17792","285","19634","0.01"
"2026-04-15T09:08:00.931Z","","","Included","auto","No","0","5062","70400","994","76456","0.03"
"2026-04-15T09:06:51.355Z","","","Included","auto","No","0","9731","116224","1306","127261","0.05"
"2026-04-15T09:04:32.063Z","","","Included","auto","No","0","5519","26752","272","32543","0.02"
"2026-04-15T08:42:41.638Z","","","Included","auto","No","0","64291","648064","2889","715244","0.26"
"2026-04-15T08:33:22.243Z","","","Included","auto","No","0","22808","104448","1358","128614","0.06"
"2026-04-15T08:15:18.721Z","","","Included","auto","No","0","55076","816000","3885","874961","0.30"
"2026-04-15T08:12:12.649Z","","","Included","auto","No","0","20379","81408","1037","102824","0.05"
"2026-04-15T08:11:22.146Z","","","Included","auto","No","0","12526","58624","732","71882","0.03"
"2026-04-15T07:52:53.033Z","","","Included","auto","No","0","92735","496128","3423","592286","0.26"
"2026-04-15T07:50:42.783Z","","","Included","auto","No","0","21036","96256","1987","119279","0.06"
"2026-04-15T07:48:43.926Z","","","Included","auto","No","0","33585","190720","2166","226471","0.10"
"2026-04-15T07:47:46.053Z","","","Included","auto","No","0","1074","14848","588","16510","0.01"
"2026-04-15T07:41:22.150Z","","","Included","auto","No","0","2656","62464","357","65477","0.02"
"2026-04-15T07:40:28.821Z","","","Included","auto","No","0","10379","52224","453","63056","0.03"
"2026-04-15T07:37:57.517Z","","","Included","auto","No","0","75934","571520","1818","649272","0.25"
"2026-04-15T07:35:34.080Z","","","Included","auto","No","0","6426","191616","882","198924","0.06"
"2026-04-15T07:33:53.289Z","","","Included","auto","No","0","3471","42496","240","46207","0.02"
"2026-04-15T07:33:05.030Z","","","Included","auto","No","0","9697","214784","1034","225515","0.07"
"2026-04-15T07:28:55.268Z","","","Included","auto","No","0","8261","194304","455","203020","0.06"
"2026-04-15T07:26:42.303Z","","","Included","auto","No","0","34459","155520","588","190567","0.09"
"2026-04-15T07:03:28.582Z","","","Included","auto","No","0","36540","329088","3015","368643","0.15"
"2026-04-13T20:05:05.349Z","","","Included","auto","No","0","2438","47104","859","50401","0.02"
"2026-04-13T20:03:20.341Z","","","Included","auto","No","0","40098","7168","2020","49286","0.06"
"2026-04-13T19:57:33.019Z","","","Included","auto","No","0","30204","279552","2954","312710","0.13"
"2026-04-13T19:50:29.052Z","","","Included","auto","No","0","8378","295936","2527","306841","0.10"
"2026-04-13T19:49:00.362Z","","","Included","auto","No","0","11047","158720","3203","172970","0.07"
"2026-04-13T19:46:03.897Z","","","Included","auto","No","0","6225","137216","3352","146793","0.06"
"2026-04-13T19:41:04.813Z","","","Included","auto","No","0","2087","36352","884","39323","0.02"
"2026-04-13T19:40:04.196Z","","","Included","auto","No","0","2505","34304","1404","38213","0.02"
"2026-04-13T19:38:53.608Z","","","Included","auto","No","0","1956","32768","1303","36027","0.02"
"2026-04-13T19:37:44.532Z","","","Included","auto","No","0","2880","30208","1307","34395","0.02"
"2026-04-13T19:28:29.024Z","","","Included","auto","No","0","1469","42496","780","44745","0.02"
"2026-04-13T19:27:16.640Z","","","Included","auto","No","0","3146","81408","1935","86489","0.04"
"2026-04-13T19:26:34.428Z","","","Included","auto","No","0","2957","37376","953","41286","0.02"
"2026-04-13T19:26:11.933Z","","","Included","auto","No","0","2999","31232","1363","35594","0.02"
"2026-04-13T19:24:29.955Z","","","Included","auto","No","0","4375","79360","1995","85730","0.04"
"2026-04-13T19:20:55.714Z","","","Included","auto","No","0","5230","28160","792","34182","0.02"
"2026-04-13T19:19:14.022Z","","","Included","auto","No","0","8339","94208","1360","103907","0.04"
"2026-04-13T19:17:59.540Z","","","Included","auto","No","0","2035","28160","1239","31434","0.02"
"2026-04-13T19:15:49.199Z","","","Included","auto","No","0","1555","26624","428","28607","0.01"
"2026-04-13T19:15:07.677Z","","","Included","auto","No","0","2676","50176","911","53763","0.02"
"2026-04-13T19:13:38.794Z","","","Included","auto","No","0","6789","83456","1351","91596","0.04"
"2026-04-13T19:12:08.155Z","","","Included","auto","No","0","5134","68096","1098","74328","0.03"
"2026-04-13T19:09:15.108Z","","","Included","auto","No","0","1635","28672","854","31161","0.01"
"2026-04-13T19:06:44.330Z","","","Included","auto","No","0","6950","46592","1539","55081","0.03"
"2026-04-13T19:02:05.742Z","","","Included","auto","No","0","7272","69632","1254","78158","0.03"
"2026-04-13T18:59:16.053Z","","","Included","auto","No","0","1064","21504","252","22820","0.01"
"2026-04-13T18:58:04.508Z","","","Included","auto","No","0","3658","102400","1490","107548","0.04"
"2026-04-13T18:56:40.499Z","","","Included","auto","No","0","12779","44032","1624","58435","0.04"
"2026-04-13T17:14:45.078Z","","","Included","auto","No","0","17831","381952","6387","406170","0.16"
"2026-04-13T17:02:49.524Z","","","Included","auto","No","0","13649","117248","5471","136368","0.08"
"2026-04-13T16:44:46.319Z","","","Included","auto","No","0","7283","142848","3697","153828","0.07"
